price_response_feature_id,company_id,ticker,event_type,event_id,event_effective_at,event_effective_session,reaction_session,reaction_open_at
4042,866,DRH,CATALYST,10765,2026-08-20T17:40:02+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4043,285,DRI,CATALYST,10766,2026-08-20T18:50:00+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4054,694,EHC,CATALYST,10778,2026-08-21T18:34:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4055,549,ELV,CATALYST,10779,2026-08-21T18:32:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4058,295,EMR,CATALYST,10782,2026-08-21T17:39:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4061,299,ESNT,CATALYST,10786,2026-08-21T21:39:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4062,302,EXPD,CATALYST,10787,2026-08-21T21:11:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4063,303,EXPE,CATALYST,10790,2026-08-21T16:48:22+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4067,696,FAST,CATALYST,10794,2026-08-21T18:16:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4069,307,FDS,CATALYST,10795,2026-08-21T17:31:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4072,611,FIVE,CATALYST,10804,2026-08-21T18:17:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4074,71,FLYW,CATALYST,10813,2026-08-21T17:47:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4075,73,FRO,CATALYST,10814,2026-08-21T21:39:26+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4076,869,FRSH,CATALYST,10816,2026-08-21T20:06:01+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4077,552,FTDR,CATALYST,10817,2026-08-21T15:55:02+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4082,553,GFF,CATALYST,10820,2026-08-21T20:12:15+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4084,317,GILD,CATALYST,10824,2026-08-21T16:28:46+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4088,320,GM,CATALYST,10825,2026-08-21T17:30:13+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4090,321,GPC,CATALYST,10828,2026-08-20T17:30:05+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4094,796,HAL,CATALYST,10830,2026-08-21T18:28:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4097,797,HNI,CATALYST,10839,2026-08-20T18:43:15+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4099,329,HP,CATALYST,10840,2026-08-20T16:26:55+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4100,556,HPQ,CATALYST,10841,2026-08-21T21:00:11+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4102,331,HRB,CATALYST,10848,2026-08-21T17:15:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4106,645,IBKR,CATALYST,10852,2026-08-21T21:11:09+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4111,339,IEX,CATALYST,10854,2026-08-21T15:40:02+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4120,347,IRDM,CATALYST,10856,2026-08-21T17:30:05+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4123,350,ITRI,CATALYST,10858,2026-08-21T15:30:03+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4124,352,IVZ,CATALYST,10859,2026-08-21T17:45:02+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4133,702,KDP,CATALYST,10413,2026-08-21T18:21:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4139,558,KNSA,CATALYST,10416,2026-08-21T18:09:12+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4152,802,LPLA,CATALYST,10420,2026-08-21T17:17:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4159,706,MC,CATALYST,10426,2026-08-21T18:27:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4161,707,MCO,CATALYST,10433,2026-08-21T17:39:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4162,377,MD,CATALYST,10436,2026-08-21T19:07:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4165,379,MEDP,CATALYST,10438,2026-08-21T17:30:07+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4167,803,MGNI,CATALYST,10441,2026-08-21T16:01:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4171,383,MMM,CATALYST,10443,2026-08-21T21:00:11+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4176,804,MSFT,CATALYST,10454,2026-08-21T21:07:21+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4178,566,MSI,CATALYST,10493,2026-08-21T16:22:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4184,393,NDAQ,CATALYST,10950,2026-08-21T16:23:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4194,807,NSIT,CATALYST,10951,2026-08-21T16:39:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4195,400,NTAP,CATALYST,10952,2026-08-20T18:11:55+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4197,622,OII,CATALYST,10953,2026-08-21T20:51:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4204,412,PAYX,CATALYST,10964,2026-08-21T20:06:01+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4205,413,PCAR,CATALYST,10965,2026-08-20T20:55:19+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4208,879,PGR,CATALYST,10968,2026-08-21T17:30:04+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4209,419,PJT,CATALYST,10969,2026-08-21T18:27:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4212,880,PLTR,CATALYST,10971,2026-08-21T21:40:32+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4214,882,PTC,CATALYST,10986,2026-08-21T20:06:01+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4215,809,PTEN,CATALYST,10987,2026-08-21T18:51:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4217,810,PYPL,CATALYST,10989,2026-08-21T21:07:47+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4221,719,QSR,CATALYST,10997,2026-08-21T21:00:11+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4230,433,RLI,CATALYST,11001,2026-08-21T18:36:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4232,434,RNR,CATALYST,10663,2026-08-21T17:30:11+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4241,576,SBH,CATALYST,10668,2026-08-21T17:29:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4243,446,SBUX,CATALYST,10670,2026-08-21T18:51:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4248,885,SHOP,CATALYST,10686,2026-08-21T20:30:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4249,455,SJM,CATALYST,10687,2026-08-21T17:10:25+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4251,458,SLB,CATALYST,10692,2026-08-21T16:22:57+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4254,837,SNOW,CATALYST,10698,2026-08-21T19:27:17+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4257,838,SPOT,CATALYST,10700,2026-08-21T19:30:07+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4259,813,SRRK,CATALYST,10702,2026-08-21T15:35:15+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4260,466,SSNC,CATALYST,10705,2026-08-21T20:06:01+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4261,467,STE,CATALYST,10707,2026-08-21T18:01:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4266,471,SWK,CATALYST,10711,2026-08-21T19:09:22+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4269,472,SYF,CATALYST,10716,2026-08-21T17:30:06+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4271,887,T,CATALYST,10726,2026-08-21T17:30:12+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4274,629,TDW,CATALYST,5386,2026-08-12T18:21:22+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
4275,724,TFX,CATALYST,10734,2026-08-21T17:43:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4277,477,THG,CATALYST,10741,2026-08-21T15:40:02+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4280,767,TRGP,CATALYST,10744,2026-08-21T18:52:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4284,768,TVTX,CATALYST,10599,2026-08-21T18:09:12+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4286,581,UBER,CATALYST,10606,2026-08-21T20:22:20+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4287,631,UFPT,CATALYST,10623,2026-08-20T19:55:00+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4297,175,VRTX,CATALYST,10629,2026-08-20T17:39:15+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4299,496,VZ,CATALYST,10633,2026-08-21T17:25:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4304,498,WEX,CATALYST,10639,2026-08-21T17:30:14+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4310,730,WTW,CATALYST,10640,2026-08-21T15:47:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4312,732,XYZ,CATALYST,10646,2026-08-21T15:56:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4316,509,ZIM,CATALYST,10647,2026-08-20T16:38:00+02:00,2026-08-20,2026-08-20,2026-08-20T09:30:00-04:00
4317,632,ZM,CATALYST,10650,2026-08-21T18:10:28+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4318,908,ZS,CATALYST,10655,2026-08-21T16:15:00+02:00,2026-08-21,2026-08-21,2026-08-21T09:30:00-04:00
4321,672,ABBV,CATALYST,11442,2026-08-25T15:34:44+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4322,673,ACAD,CATALYST,11454,2026-08-24T16:04:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4333,199,ALL,CATALYST,11480,2026-08-24T17:45:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4339,203,AMP,CATALYST,11484,2026-08-24T15:40:03+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4341,10,AMZN,CATALYST,11486,2026-08-25T16:24:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4342,678,ANF,CATALYST,11535,2026-08-24T15:35:02+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4348,209,APO,CATALYST,11543,2026-08-24T20:15:52+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4351,210,ARES,CATALYST,11550,2026-08-25T15:53:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4356,790,AVNT,CATALYST,11556,2026-08-24T18:52:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4359,216,AVY,CATALYST,11562,2026-08-24T17:29:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4364,221,BAM,CATALYST,11566,2026-08-24T17:40:03+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4366,679,BBY,CATALYST,11568,2026-08-24T21:38:18+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4372,231,BJ,CATALYST,11729,2026-08-24T18:55:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4374,749,BKNG,CATALYST,11733,2026-08-25T15:56:28+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4375,238,BMY,CATALYST,11736,2026-08-24T21:04:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4376,240,BOX,CATALYST,11741,2026-08-25T16:00:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4377,242,BRO,CATALYST,11744,2026-08-24T16:35:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4379,244,BX,CATALYST,11745,2026-08-24T19:21:16+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4383,792,CAKE,CATALYST,11746,2026-08-25T16:18:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4387,513,CASY,CATALYST,11752,2026-08-24T20:15:51+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4390,251,CBRL,CATALYST,11756,2026-08-24T15:35:02+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4398,256,CHEF,CATALYST,11760,2026-08-24T19:01:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4401,257,CL,CATALYST,11766,2026-08-24T20:25:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4409,606,CNK,CATALYST,11794,2026-08-24T17:42:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4410,39,CNR,CATALYST,11796,2026-08-24T16:00:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4414,265,COO,CATALYST,11800,2026-08-24T18:27:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4416,541,COR,CATALYST,11807,2026-08-24T20:49:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4419,865,CRM,CATALYST,11574,2026-08-25T16:15:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4423,692,CWK,CATALYST,11628,2026-08-24T21:23:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4429,278,DDS,CATALYST,11637,2026-08-24T15:40:02+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4430,279,DE,CATALYST,11638,2026-08-25T15:50:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4432,281,DHR,CATALYST,11652,2026-08-25T16:04:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4433,56,DHT,CATALYST,11662,2026-08-24T17:05:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4436,664,DLO,CATALYST,11674,2026-08-24T18:19:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4440,548,DOCU,CATALYST,11687,2026-08-24T17:06:11+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4441,609,DOW,CATALYST,11688,2026-08-24T20:15:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4443,285,DRI,CATALYST,11691,2026-08-24T15:54:42+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4445,287,DV,CATALYST,11695,2026-08-24T18:00:04+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4446,519,DVN,CATALYST,11696,2026-08-24T19:29:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4447,288,DXCM,CATALYST,11698,2026-08-25T16:24:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4450,290,ECO,CATALYST,11702,2026-08-24T15:40:01+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4456,549,ELV,CATALYST,11709,2026-08-24T18:49:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4458,295,EMR,CATALYST,11710,2026-08-24T20:15:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4459,520,EOG,CATALYST,11713,2026-08-24T16:11:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4462,917,ESTC,CATALYST,11714,2026-08-24T19:15:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4466,302,EXPD,CATALYST,11720,2026-08-24T18:29:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4467,303,EXPE,CATALYST,11722,2026-08-25T15:56:28+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4469,521,FANG,CATALYST,11809,2026-08-24T18:04:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4473,551,FDX,CATALYST,11816,2026-08-24T20:37:45+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4474,69,FHI,CATALYST,11819,2026-08-24T18:00:03+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4480,523,FTI,CATALYST,11825,2026-08-24T16:15:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4481,698,GEHC,CATALYST,11827,2026-08-24T20:50:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4483,79,GEO,CATALYST,11829,2026-08-25T16:01:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4487,920,GIS,CATALYST,11838,2026-08-24T19:05:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4490,320,GM,CATALYST,11840,2026-08-25T15:34:44+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4492,322,GPN,CATALYST,11855,2026-08-25T15:38:20+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4493,796,HAL,CATALYST,11857,2026-08-25T15:57:45+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4501,331,HRB,CATALYST,11866,2026-08-24T18:40:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4506,645,IBKR,CATALYST,11873,2026-08-25T15:39:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4508,612,ICUI,CATALYST,11879,2026-08-24T20:33:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4509,833,IDCC,CATALYST,11880,2026-08-24T16:03:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4510,339,IEX,CATALYST,11882,2026-08-24T18:57:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4513,342,IMVT,CATALYST,11886,2026-08-24T19:16:35+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4514,96,INCY,CATALYST,11887,2026-08-24T17:27:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4527,702,KDP,CATALYST,11355,2026-08-24T21:40:58+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4529,902,KHC,CATALYST,11357,2026-08-24T21:40:58+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4530,614,KKR,CATALYST,11359,2026-08-25T15:53:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4531,703,KMB,CATALYST,11363,2026-08-24T17:50:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4533,558,KNSA,CATALYST,11368,2026-08-24T18:56:37+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4537,922,KVUE,CATALYST,11370,2026-08-24T19:00:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4542,616,LIND,CATALYST,11372,2026-08-24T16:25:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4543,705,LKNCY,CATALYST,11373,2026-08-24T21:40:58+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4545,529,LNG,CATALYST,11393,2026-08-24T17:08:07+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4551,372,LYFT,CATALYST,11405,2026-08-24T17:06:11+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4559,708,MDT,CATALYST,11423,2026-08-25T15:36:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4560,379,MEDP,CATALYST,11431,2026-08-24T18:32:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4561,619,MELI,CATALYST,11432,2026-08-24T17:39:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4567,383,MMM,CATALYST,11435,2026-08-25T16:01:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4568,874,MMSI,CATALYST,11437,2026-08-24T20:33:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4573,804,MSFT,CATALYST,11120,2026-08-25T16:05:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4576,835,MTCH,CATALYST,11173,2026-08-24T16:54:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4581,806,NCNO,CATALYST,11174,2026-08-25T16:00:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4588,877,NMRK,CATALYST,11180,2026-08-24T15:40:03+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4593,713,NTRA,CATALYST,11183,2026-08-24T16:20:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4600,571,OVV,CATALYST,11192,2026-08-24T16:52:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4602,409,OXY,CATALYST,11193,2026-08-24T19:29:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4603,412,PAYX,CATALYST,11195,2026-08-24T17:00:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4609,879,PGR,CATALYST,11208,2026-08-24T16:36:31+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4610,419,PJT,CATALYST,11213,2026-08-24T16:25:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4617,425,PTGX,CATALYST,11250,2026-08-24T16:38:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4618,810,PYPL,CATALYST,11251,2026-08-25T16:00:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4631,434,RNR,CATALYST,11261,2026-08-24T18:20:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4637,440,RVTY,CATALYST,11266,2026-08-24T17:30:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4639,443,SAIC,CATALYST,11267,2026-08-24T16:59:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4641,446,SBUX,CATALYST,11270,2026-08-25T16:15:52+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4644,449,SE,CATALYST,11280,2026-08-24T19:13:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4645,926,SFM,CATALYST,11283,2026-08-24T16:33:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4649,455,SJM,CATALYST,11291,2026-08-24T21:40:58+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4663,627,SUN,CATALYST,11310,2026-08-25T16:26:37+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4671,724,TFX,CATALYST,11003,2026-08-25T15:36:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4676,481,TRV,CATALYST,11011,2026-08-25T15:38:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4678,484,TTEK,CATALYST,11015,2026-08-24T16:05:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4679,768,TVTX,CATALYST,11016,2026-08-24T18:56:37+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4681,581,UBER,CATALYST,11017,2026-08-25T16:00:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4685,488,URBN,CATALYST,11033,2026-08-24T15:30:02+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4697,494,VRSN,CATALYST,5073,2026-08-13T17:25:01+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
4698,175,VRTX,CATALYST,11054,2026-08-24T17:20:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4701,180,WAT,CATALYST,11056,2026-08-24T16:26:53+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4705,185,WST,CATALYST,11059,2026-08-24T20:47:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4708,187,XOM,CATALYST,11063,2026-08-25T15:42:19+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4715,509,ZIM,CATALYST,11105,2026-08-24T21:49:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4716,632,ZM,CATALYST,11107,2026-08-25T16:00:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4718,4,AGNC,CATALYST,11888,2026-08-24T17:36:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4720,201,AMCR,CATALYST,11889,2026-08-25T16:39:32+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4721,661,AMN,CATALYST,11890,2026-08-24T20:23:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4722,10,AMZN,CATALYST,11891,2026-08-25T18:04:32+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4723,11,ANET,CATALYST,11905,2026-08-24T20:52:00+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4726,24,BEN,CATALYST,11910,2026-08-25T16:03:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4729,40,CNS,CATALYST,11912,2026-08-24T17:40:03+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4732,516,CVX,CATALYST,11914,2026-08-25T18:04:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4737,520,EOG,CATALYST,11952,2026-08-25T17:17:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4738,64,ET,CATALYST,11953,2026-08-25T15:43:13+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4739,892,EVER,CATALYST,11955,2026-08-24T21:21:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4741,75,FSUN,CATALYST,11956,2026-08-24T20:41:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4742,641,GBTG,CATALYST,11958,2026-08-24T16:57:36+02:00,2026-08-24,2026-08-24,2026-08-24T09:30:00-04:00
4746,832,GRMN,CATALYST,11962,2026-08-25T16:50:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
4747,85,HAS,CATALYST,11965,2026-08-25T18:08:00+02:00,2026-08-25,2026-08-25,2026-08-25T09:30:00-04:00
